age_cat_Greater than 45,age_cat_Less than 25,race_African-American,decile_score,priors_count,c_offense_age_in_days,c_arrest_age_in_days,r_offense_age_in_days,vr_offense_age_in_days,c_jail_in_age_in_days,r_jail_in_age_in_days
0.0,0.0,0.0,3,6,5.0,0.0,0.0,0.0,3.4988310185185183,0.0
0.0,0.0,0.0,4,2,0.0,1.0,0.0,0.0,0.932650462962963,0.0
0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.6838888888888889,0.0
0.0,0.0,0.0,2,1,20.0,0.0,0.0,0.0,19.724340277777777,0.0
0.0,1.0,1.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1,2,0.0,161.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2,2,222.0,0.0,0.0,0.0,0.5536458333333333,0.0
0.0,1.0,0.0,5,1,1.0,0.0,0.0,0.0,0.6822800925925926,0.0
0.0,0.0,0.0,2,0,1.0,0.0,-421.0,0.0,0.5299884259259259,-421.0
0.0,1.0,1.0,2,0,1.0,0.0,0.0,0.0,0.9406481481481481,0.0
0.0,0.0,1.0,8,13,0.0,5.0,0.0,0.0,28.68806712962963,0.0
0.0,1.0,1.0,9,0,1.0,0.0,0.0,0.0,0.7044328703703704,0.0
0.0,0.0,0.0,4,10,1.0,0.0,-111.0,0.0,0.7025694444444445,-112.0
0.0,0.0,0.0,3,0,1.0,0.0,0.0,0.0,0.7375,0.0
0.0,0.0,0.0,2,2,1.0,0.0,-216.0,0.0,-0.08732638888888888,0.0
0.0,0.0,0.0,5,4,36.0,0.0,-37.0,-37.0,34.932627314814816,-38.0
0.0,0.0,1.0,7,3,1.0,0.0,-610.0,0.0,0.703761574074074,0.0
1.0,0.0,0.0,4,1,1.0,0.0,0.0,0.0,0.7602314814814815,0.0
0.0,0.0,0.0,2,1,0.0,0.0,0.0,0.0,-0.17667824074074073,0.0
0.0,0.0,0.0,3,2,16.0,0.0,-48.0,0.0,15.772094907407407,0.0
0.0,0.0,1.0,10,5,78.0,0.0,0.0,0.0,-20.536354166666666,0.0
0.0,0.0,1.0,2,1,1.0,0.0,-1140.0,0.0,0.7656018518518518,0.0
1.0,0.0,0.0,2,1,1.0,0.0,-164.0,0.0,0.5322685185185185,-169.0
0.0,0.0,1.0,10,15,1.0,0.0,0.0,0.0,-0.5085648148148149,0.0
1.0,0.0,0.0,4,4,0.0,375.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,3,0,1.0,0.0,0.0,0.0,0.6667708333333333,0.0
0.0,1.0,1.0,10,1,0.0,0.0,0.0,0.0,-0.40038194444444447,0.0
0.0,0.0,1.0,1,2,0.0,41.0,0.0,0.0,40.487881944444446,0.0
0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,-0.16738425925925926,0.0
0.0,0.0,1.0,8,9,1.0,0.0,-129.0,0.0,0.894988425925926,-129.0
0.0,0.0,1.0,6,11,2.0,0.0,-24.0,-112.0,1.914537037037037,-24.0
0.0,0.0,1.0,5,8,1.0,0.0,-187.0,-233.0,0.6821990740740741,0.0
1.0,0.0,1.0,8,4,0.0,1480.0,0.0,0.0,0.8480902777777778,0.0
0.0,0.0,1.0,3,0,1.0,0.0,-120.0,0.0,0.5294212962962963,-159.0
0.0,0.0,1.0,9,7,1.0,0.0,-275.0,0.0,0.9456597222222223,-275.0
0.0,0.0,1.0,9,2,1.0,0.0,-18.0,0.0,0.7573263888888889,-18.0
1.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,0.9574074074074074,0.0
0.0,1.0,1.0,6,0,1.0,0.0,0.0,0.0,-0.15244212962962964,0.0
0.0,0.0,0.0,6,0,2.0,0.0,0.0,0.0,1.8019212962962963,0.0
0.0,0.0,1.0,10,4,1.0,0.0,0.0,0.0,0.8576388888888888,0.0
1.0,0.0,1.0,1,1,1.0,0.0,-544.0,0.0,0.7081481481481482,0.0
1.0,0.0,0.0,7,13,1.0,0.0,-36.0,0.0,0.5891203703703703,-36.0
1.0,0.0,0.0,1,1,0.0,26.0,0.0,0.0,25.59337962962963,0.0
0.0,0.0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,10,4,0.0,7.0,-395.0,-395.0,6.5866898148148145,-395.0
0.0,0.0,0.0,4,1,1.0,0.0,0.0,0.0,0.7328009259259259,0.0
1.0,0.0,0.0,2,1,72.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,4,2,1.0,0.0,-229.0,0.0,0.6976967592592592,0.0
1.0,0.0,1.0,1,3,52.0,0.0,0.0,0.0,50.95350694444444,0.0
0.0,0.0,0.0,4,1,1672.0,0.0,0.0,0.0,0.542349537037037,0.0
0.0,0.0,0.0,7,3,1.0,0.0,-14.0,0.0,-0.1678587962962963,-568.0
0.0,0.0,1.0,7,1,1.0,0.0,0.0,0.0,-0.055462962962962964,0.0
1.0,0.0,0.0,2,2,1.0,0.0,0.0,0.0,0.46427083333333335,0.0
0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.6688425925925926,0.0
0.0,1.0,1.0,2,1,0.0,1.0,0.0,0.0,0.48864583333333333,0.0
1.0,0.0,0.0,1,6,31.0,0.0,-22.0,0.0,-22.396724537037038,-22.0
0.0,0.0,0.0,10,5,1.0,0.0,0.0,0.0,0.6081481481481481,0.0
1.0,0.0,0.0,6,6,56.0,0.0,0.0,0.0,55.67621527777778,0.0
0.0,0.0,0.0,5,0,1.0,0.0,0.0,0.0,-0.11957175925925925,0.0
0.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,0.5946180555555556,0.0
0.0,0.0,1.0,2,1,1.0,0.0,-31.0,0.0,0.8502430555555556,-31.0
0.0,0.0,1.0,3,3,19.0,0.0,0.0,0.0,18.67150462962963,0.0
0.0,1.0,1.0,6,0,4.0,0.0,0.0,0.0,3.5017708333333335,0.0
0.0,1.0,0.0,3,0,2.0,0.0,0.0,0.0,0.9558912037037037,0.0
0.0,0.0,1.0,7,5,1.0,0.0,0.0,0.0,0.6728703703703703,0.0
1.0,0.0,0.0,1,2,1.0,0.0,0.0,0.0,0.5784722222222223,0.0
1.0,0.0,1.0,4,8,1.0,0.0,0.0,0.0,-0.5161342592592593,0.0
0.0,0.0,1.0,6,2,1.0,0.0,0.0,0.0,187.69064814814814,0.0
0.0,0.0,0.0,10,6,111.0,0.0,0.0,0.0,109.47865740740741,0.0
1.0,0.0,0.0,1,1,45.0,0.0,0.0,0.0,44.8203587962963,0.0
0.0,0.0,0.0,9,8,0.0,61.0,-247.0,0.0,-29.221284722222222,-247.0
0.0,0.0,1.0,6,6,1.0,0.0,-482.0,-727.0,0.6236342592592593,0.0
1.0,0.0,0.0,1,2,1.0,0.0,0.0,0.0,0.9002662037037037,0.0
1.0,0.0,0.0,2,0,1.0,0.0,0.0,0.0,0.5817939814814815,0.0
1.0,0.0,0.0,1,1,1.0,0.0,-310.0,0.0,0.5577314814814814,0.0
1.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.8395370370370371,0.0
0.0,1.0,0.0,10,1,155.0,0.0,0.0,0.0,154.85207175925925,0.0
0.0,1.0,0.0,2,0,1.0,0.0,0.0,0.0,0.6158680555555556,0.0
0.0,0.0,1.0,8,22,35.0,0.0,-238.0,0.0,33.492465277777775,-289.0
0.0,0.0,1.0,5,3,1637.0,0.0,0.0,0.0,0.8924074074074074,0.0
0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.5382754629629629,0.0
0.0,1.0,1.0,5,1,1.0,0.0,-200.0,0.0,-0.05821759259259259,0.0
0.0,1.0,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,8,23,1.0,0.0,-9.0,0.0,0.6533217592592593,-9.0
0.0,1.0,1.0,2,0,1.0,0.0,-176.0,0.0,0.5355555555555556,-176.0
1.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,-0.3891087962962963,0.0
0.0,0.0,0.0,5,2,35.0,0.0,-155.0,0.0,34.72479166666667,-155.0
1.0,0.0,1.0,1,3,10.0,0.0,-943.0,-943.0,9.53837962962963,0.0
1.0,0.0,0.0,4,8,0.0,0.0,-638.0,0.0,-0.11030092592592593,0.0
0.0,0.0,0.0,5,0,2.0,0.0,0.0,0.0,1.806701388888889,0.0
1.0,0.0,0.0,1,2,117.0,0.0,0.0,0.0,116.94069444444445,0.0
1.0,0.0,0.0,3,0,0.0,0.0,-449.0,0.0,0.0,0.0
0.0,0.0,1.0,10,13,1.0,0.0,-289.0,0.0,-289.1299305555556,-289.0
0.0,0.0,1.0,9,2,0.0,0.0,-104.0,-104.0,-0.15291666666666667,-104.0
0.0,0.0,0.0,4,0,0.0,0.0,-389.0,0.0,-0.2144212962962963,-390.0
0.0,0.0,1.0,9,9,1.0,0.0,-173.0,0.0,-0.06173611111111111,-173.0
0.0,0.0,1.0,8,3,0.0,0.0,0.0,0.0,0.6123958333333334,0.0
1.0,0.0,0.0,3,2,1.0,0.0,0.0,0.0,0.8250578703703704,0.0
1.0,0.0,0.0,9,7,0.0,0.0,0.0,0.0,-0.10965277777777778,0.0
0.0,1.0,1.0,3,0,1.0,0.0,-320.0,-320.0,0.562511574074074,-320.0
0.0,0.0,1.0,2,2,1.0,0.0,-758.0,0.0,-0.5246180555555555,-758.0
0.0,0.0,1.0,10,14,1.0,0.0,0.0,0.0,-0.5103935185185186,0.0
0.0,0.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,4,1,1.0,0.0,0.0,0.0,0.5020138888888889,0.0
0.0,0.0,0.0,3,2,1.0,0.0,-598.0,0.0,0.5667476851851851,-598.0
1.0,0.0,0.0,1,1,4.0,0.0,0.0,0.0,3.6026967592592594,0.0
0.0,0.0,0.0,3,0,1.0,0.0,0.0,0.0,0.8793171296296296,0.0
0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,-0.20251157407407408,0.0
0.0,0.0,1.0,9,23,1.0,0.0,-318.0,0.0,0.8729861111111111,0.0
0.0,0.0,0.0,1,1,0.0,36.0,0.0,0.0,35.90863425925926,0.0
